run_name,run_dir,config_path,method_name,core_method,noise_name,loc_err,xyz_std,ryp_std,seed,cov_log_filename,enable_status_based_skip,enable_ok_tail_vertical_blur,vertical_blur_use_ty_only,blur_sigma_scale,enable_tail_mc_warp,mc_trace_threshold,mc_num_samples,mc_random_seed,mc_use_translation_only,mc_theta_clip,mc_translation_clip
mc_status_skip_full_k3__pos_2p0_rot_2p0__xyz2__ryp2__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_2p0_rot_2p0__xyz2__ryp2__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_2p0_rot_2p0__xyz2__ryp2__seed28/config.yaml,mc_status_skip_full_k3,point_pillar_where2comm_our,pos_2p0_rot_2p0,True,2.0,2.0,28,mc_status_skip_full_k3__pos_2p0_rot_2p0__xyz2__ryp2__seed28.csv,True,False,True,0.05,True,9.800544452667232,3,123,False,0.15,3.0
feaco_baseline__pos_2p0_rot_4p0__xyz2__ryp4__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_2p0_rot_4p0__xyz2__ryp4__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_2p0_rot_4p0__xyz2__ryp4__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_2p0_rot_4p0,True,2.0,4.0,28,feaco_baseline__pos_2p0_rot_4p0__xyz2__ryp4__seed28.csv,False,False,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_4p0__xyz2__ryp4__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_4p0__xyz2__ryp4__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_4p0__xyz2__ryp4__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_2p0_rot_4p0,True,2.0,4.0,28,level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_4p0__xyz2__ryp4__seed28.csv,True,True,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
mc_status_skip_full_k3__pos_2p0_rot_4p0__xyz2__ryp4__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_2p0_rot_4p0__xyz2__ryp4__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_2p0_rot_4p0__xyz2__ryp4__seed28/config.yaml,mc_status_skip_full_k3,point_pillar_where2comm_our,pos_2p0_rot_4p0,True,2.0,4.0,28,mc_status_skip_full_k3__pos_2p0_rot_4p0__xyz2__ryp4__seed28.csv,True,False,True,0.05,True,9.800544452667232,3,123,False,0.15,3.0
feaco_baseline__pos_2p0_rot_6p0__xyz2__ryp6__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_2p0_rot_6p0__xyz2__ryp6__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_2p0_rot_6p0__xyz2__ryp6__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_2p0_rot_6p0,True,2.0,6.0,28,feaco_baseline__pos_2p0_rot_6p0__xyz2__ryp6__seed28.csv,False,False,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_6p0__xyz2__ryp6__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_6p0__xyz2__ryp6__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_6p0__xyz2__ryp6__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_2p0_rot_6p0,True,2.0,6.0,28,level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_6p0__xyz2__ryp6__seed28.csv,True,True,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
mc_status_skip_full_k3__pos_2p0_rot_6p0__xyz2__ryp6__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_2p0_rot_6p0__xyz2__ryp6__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_2p0_rot_6p0__xyz2__ryp6__seed28/config.yaml,mc_status_skip_full_k3,point_pillar_where2comm_our,pos_2p0_rot_6p0,True,2.0,6.0,28,mc_status_skip_full_k3__pos_2p0_rot_6p0__xyz2__ryp6__seed28.csv,True,False,True,0.05,True,9.800544452667232,3,123,False,0.15,3.0
feaco_baseline__pos_2p0_rot_8p0__xyz2__ryp8__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_2p0_rot_8p0__xyz2__ryp8__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_2p0_rot_8p0__xyz2__ryp8__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_2p0_rot_8p0,True,2.0,8.0,28,feaco_baseline__pos_2p0_rot_8p0__xyz2__ryp8__seed28.csv,False,False,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_8p0__xyz2__ryp8__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_8p0__xyz2__ryp8__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_8p0__xyz2__ryp8__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_2p0_rot_8p0,True,2.0,8.0,28,level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_8p0__xyz2__ryp8__seed28.csv,True,True,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
mc_status_skip_full_k3__pos_2p0_rot_8p0__xyz2__ryp8__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_2p0_rot_8p0__xyz2__ryp8__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_2p0_rot_8p0__xyz2__ryp8__seed28/config.yaml,mc_status_skip_full_k3,point_pillar_where2comm_our,pos_2p0_rot_8p0,True,2.0,8.0,28,mc_status_skip_full_k3__pos_2p0_rot_8p0__xyz2__ryp8__seed28.csv,True,False,True,0.05,True,9.800544452667232,3,123,False,0.15,3.0
feaco_baseline__pos_2p0_rot_10p0__xyz2__ryp10__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_2p0_rot_10p0__xyz2__ryp10__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_2p0_rot_10p0__xyz2__ryp10__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_2p0_rot_10p0,True,2.0,10.0,28,feaco_baseline__pos_2p0_rot_10p0__xyz2__ryp10__seed28.csv,False,False,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_10p0__xyz2__ryp10__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_10p0__xyz2__ryp10__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_10p0__xyz2__ryp10__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_2p0_rot_10p0,True,2.0,10.0,28,level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_10p0__xyz2__ryp10__seed28.csv,True,True,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
mc_status_skip_full_k3__pos_2p0_rot_10p0__xyz2__ryp10__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_2p0_rot_10p0__xyz2__ryp10__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_2p0_rot_10p0__xyz2__ryp10__seed28/config.yaml,mc_status_skip_full_k3,point_pillar_where2comm_our,pos_2p0_rot_10p0,True,2.0,10.0,28,mc_status_skip_full_k3__pos_2p0_rot_10p0__xyz2__ryp10__seed28.csv,True,False,True,0.05,True,9.800544452667232,3,123,False,0.15,3.0
feaco_baseline__pos_2p0_rot_14p0__xyz2__ryp14__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_2p0_rot_14p0__xyz2__ryp14__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_2p0_rot_14p0__xyz2__ryp14__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_2p0_rot_14p0,True,2.0,14.0,28,feaco_baseline__pos_2p0_rot_14p0__xyz2__ryp14__seed28.csv,False,False,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_14p0__xyz2__ryp14__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_14p0__xyz2__ryp14__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_14p0__xyz2__ryp14__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_2p0_rot_14p0,True,2.0,14.0,28,level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_14p0__xyz2__ryp14__seed28.csv,True,True,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
mc_status_skip_full_k3__pos_2p0_rot_14p0__xyz2__ryp14__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_2p0_rot_14p0__xyz2__ryp14__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_2p0_rot_14p0__xyz2__ryp14__seed28/config.yaml,mc_status_skip_full_k3,point_pillar_where2comm_our,pos_2p0_rot_14p0,True,2.0,14.0,28,mc_status_skip_full_k3__pos_2p0_rot_14p0__xyz2__ryp14__seed28.csv,True,False,True,0.05,True,9.800544452667232,3,123,False,0.15,3.0
feaco_baseline__pos_2p0_rot_18p0__xyz2__ryp18__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_2p0_rot_18p0__xyz2__ryp18__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_2p0_rot_18p0__xyz2__ryp18__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_2p0_rot_18p0,True,2.0,18.0,28,feaco_baseline__pos_2p0_rot_18p0__xyz2__ryp18__seed28.csv,False,False,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_18p0__xyz2__ryp18__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_18p0__xyz2__ryp18__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_18p0__xyz2__ryp18__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_2p0_rot_18p0,True,2.0,18.0,28,level2_status_skip_vertical_blur_bss0p05__pos_2p0_rot_18p0__xyz2__ryp18__seed28.csv,True,True,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
mc_status_skip_full_k3__pos_2p0_rot_18p0__xyz2__ryp18__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_2p0_rot_18p0__xyz2__ryp18__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_2p0_rot_18p0__xyz2__ryp18__seed28/config.yaml,mc_status_skip_full_k3,point_pillar_where2comm_our,pos_2p0_rot_18p0,True,2.0,18.0,28,mc_status_skip_full_k3__pos_2p0_rot_18p0__xyz2__ryp18__seed28.csv,True,False,True,0.05,True,9.800544452667232,3,123,False,0.15,3.0
feaco_baseline__pos_3p0_rot_1p0__xyz3__ryp1__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_1p0__xyz3__ryp1__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_1p0__xyz3__ryp1__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_3p0_rot_1p0,True,3.0,1.0,28,feaco_baseline__pos_3p0_rot_1p0__xyz3__ryp1__seed28.csv,False,False,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_1p0__xyz3__ryp1__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_1p0__xyz3__ryp1__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_1p0__xyz3__ryp1__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_3p0_rot_1p0,True,3.0,1.0,28,level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_1p0__xyz3__ryp1__seed28.csv,True,True,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
mc_status_skip_full_k3__pos_3p0_rot_1p0__xyz3__ryp1__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_3p0_rot_1p0__xyz3__ryp1__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_3p0_rot_1p0__xyz3__ryp1__seed28/config.yaml,mc_status_skip_full_k3,point_pillar_where2comm_our,pos_3p0_rot_1p0,True,3.0,1.0,28,mc_status_skip_full_k3__pos_3p0_rot_1p0__xyz3__ryp1__seed28.csv,True,False,True,0.05,True,9.800544452667232,3,123,False,0.15,3.0
feaco_baseline__pos_3p0_rot_2p0__xyz3__ryp2__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_2p0__xyz3__ryp2__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_2p0__xyz3__ryp2__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_3p0_rot_2p0,True,3.0,2.0,28,feaco_baseline__pos_3p0_rot_2p0__xyz3__ryp2__seed28.csv,False,False,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_2p0__xyz3__ryp2__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_2p0__xyz3__ryp2__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_2p0__xyz3__ryp2__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_3p0_rot_2p0,True,3.0,2.0,28,level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_2p0__xyz3__ryp2__seed28.csv,True,True,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
mc_status_skip_full_k3__pos_3p0_rot_2p0__xyz3__ryp2__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_3p0_rot_2p0__xyz3__ryp2__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_3p0_rot_2p0__xyz3__ryp2__seed28/config.yaml,mc_status_skip_full_k3,point_pillar_where2comm_our,pos_3p0_rot_2p0,True,3.0,2.0,28,mc_status_skip_full_k3__pos_3p0_rot_2p0__xyz3__ryp2__seed28.csv,True,False,True,0.05,True,9.800544452667232,3,123,False,0.15,3.0
feaco_baseline__pos_3p0_rot_4p0__xyz3__ryp4__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_4p0__xyz3__ryp4__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_4p0__xyz3__ryp4__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_3p0_rot_4p0,True,3.0,4.0,28,feaco_baseline__pos_3p0_rot_4p0__xyz3__ryp4__seed28.csv,False,False,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_4p0__xyz3__ryp4__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_4p0__xyz3__ryp4__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_4p0__xyz3__ryp4__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_3p0_rot_4p0,True,3.0,4.0,28,level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_4p0__xyz3__ryp4__seed28.csv,True,True,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
mc_status_skip_full_k3__pos_3p0_rot_4p0__xyz3__ryp4__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_3p0_rot_4p0__xyz3__ryp4__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_3p0_rot_4p0__xyz3__ryp4__seed28/config.yaml,mc_status_skip_full_k3,point_pillar_where2comm_our,pos_3p0_rot_4p0,True,3.0,4.0,28,mc_status_skip_full_k3__pos_3p0_rot_4p0__xyz3__ryp4__seed28.csv,True,False,True,0.05,True,9.800544452667232,3,123,False,0.15,3.0
feaco_baseline__pos_3p0_rot_6p0__xyz3__ryp6__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_6p0__xyz3__ryp6__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_6p0__xyz3__ryp6__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_3p0_rot_6p0,True,3.0,6.0,28,feaco_baseline__pos_3p0_rot_6p0__xyz3__ryp6__seed28.csv,False,False,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_6p0__xyz3__ryp6__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_6p0__xyz3__ryp6__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_6p0__xyz3__ryp6__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_3p0_rot_6p0,True,3.0,6.0,28,level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_6p0__xyz3__ryp6__seed28.csv,True,True,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
mc_status_skip_full_k3__pos_3p0_rot_6p0__xyz3__ryp6__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_3p0_rot_6p0__xyz3__ryp6__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_3p0_rot_6p0__xyz3__ryp6__seed28/config.yaml,mc_status_skip_full_k3,point_pillar_where2comm_our,pos_3p0_rot_6p0,True,3.0,6.0,28,mc_status_skip_full_k3__pos_3p0_rot_6p0__xyz3__ryp6__seed28.csv,True,False,True,0.05,True,9.800544452667232,3,123,False,0.15,3.0
feaco_baseline__pos_3p0_rot_8p0__xyz3__ryp8__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_8p0__xyz3__ryp8__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_8p0__xyz3__ryp8__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_3p0_rot_8p0,True,3.0,8.0,28,feaco_baseline__pos_3p0_rot_8p0__xyz3__ryp8__seed28.csv,False,False,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_8p0__xyz3__ryp8__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_8p0__xyz3__ryp8__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_8p0__xyz3__ryp8__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_3p0_rot_8p0,True,3.0,8.0,28,level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_8p0__xyz3__ryp8__seed28.csv,True,True,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
mc_status_skip_full_k3__pos_3p0_rot_8p0__xyz3__ryp8__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_3p0_rot_8p0__xyz3__ryp8__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_3p0_rot_8p0__xyz3__ryp8__seed28/config.yaml,mc_status_skip_full_k3,point_pillar_where2comm_our,pos_3p0_rot_8p0,True,3.0,8.0,28,mc_status_skip_full_k3__pos_3p0_rot_8p0__xyz3__ryp8__seed28.csv,True,False,True,0.05,True,9.800544452667232,3,123,False,0.15,3.0
feaco_baseline__pos_3p0_rot_10p0__xyz3__ryp10__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_10p0__xyz3__ryp10__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_10p0__xyz3__ryp10__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_3p0_rot_10p0,True,3.0,10.0,28,feaco_baseline__pos_3p0_rot_10p0__xyz3__ryp10__seed28.csv,False,False,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_10p0__xyz3__ryp10__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_10p0__xyz3__ryp10__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_10p0__xyz3__ryp10__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_3p0_rot_10p0,True,3.0,10.0,28,level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_10p0__xyz3__ryp10__seed28.csv,True,True,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
mc_status_skip_full_k3__pos_3p0_rot_10p0__xyz3__ryp10__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_3p0_rot_10p0__xyz3__ryp10__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_3p0_rot_10p0__xyz3__ryp10__seed28/config.yaml,mc_status_skip_full_k3,point_pillar_where2comm_our,pos_3p0_rot_10p0,True,3.0,10.0,28,mc_status_skip_full_k3__pos_3p0_rot_10p0__xyz3__ryp10__seed28.csv,True,False,True,0.05,True,9.800544452667232,3,123,False,0.15,3.0
feaco_baseline__pos_3p0_rot_14p0__xyz3__ryp14__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_14p0__xyz3__ryp14__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_14p0__xyz3__ryp14__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_3p0_rot_14p0,True,3.0,14.0,28,feaco_baseline__pos_3p0_rot_14p0__xyz3__ryp14__seed28.csv,False,False,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_14p0__xyz3__ryp14__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_14p0__xyz3__ryp14__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_14p0__xyz3__ryp14__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_3p0_rot_14p0,True,3.0,14.0,28,level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_14p0__xyz3__ryp14__seed28.csv,True,True,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
mc_status_skip_full_k3__pos_3p0_rot_14p0__xyz3__ryp14__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_3p0_rot_14p0__xyz3__ryp14__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_3p0_rot_14p0__xyz3__ryp14__seed28/config.yaml,mc_status_skip_full_k3,point_pillar_where2comm_our,pos_3p0_rot_14p0,True,3.0,14.0,28,mc_status_skip_full_k3__pos_3p0_rot_14p0__xyz3__ryp14__seed28.csv,True,False,True,0.05,True,9.800544452667232,3,123,False,0.15,3.0
feaco_baseline__pos_3p0_rot_18p0__xyz3__ryp18__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_18p0__xyz3__ryp18__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_18p0__xyz3__ryp18__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_3p0_rot_18p0,True,3.0,18.0,28,feaco_baseline__pos_3p0_rot_18p0__xyz3__ryp18__seed28.csv,False,False,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_18p0__xyz3__ryp18__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_18p0__xyz3__ryp18__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_18p0__xyz3__ryp18__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_3p0_rot_18p0,True,3.0,18.0,28,level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_18p0__xyz3__ryp18__seed28.csv,True,True,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
mc_status_skip_full_k3__pos_3p0_rot_18p0__xyz3__ryp18__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_3p0_rot_18p0__xyz3__ryp18__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_3p0_rot_18p0__xyz3__ryp18__seed28/config.yaml,mc_status_skip_full_k3,point_pillar_where2comm_our,pos_3p0_rot_18p0,True,3.0,18.0,28,mc_status_skip_full_k3__pos_3p0_rot_18p0__xyz3__ryp18__seed28.csv,True,False,True,0.05,True,9.800544452667232,3,123,False,0.15,3.0
feaco_baseline__pos_only_0p2__xyz0p2__ryp0__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_only_0p2__xyz0p2__ryp0__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_only_0p2__xyz0p2__ryp0__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_only_0p2,True,0.2,0.0,28,feaco_baseline__pos_only_0p2__xyz0p2__ryp0__seed28.csv,False,False,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
level2_status_skip_vertical_blur_bss0p05__pos_only_0p2__xyz0p2__ryp0__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_only_0p2__xyz0p2__ryp0__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_only_0p2__xyz0p2__ryp0__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_only_0p2,True,0.2,0.0,28,level2_status_skip_vertical_blur_bss0p05__pos_only_0p2__xyz0p2__ryp0__seed28.csv,True,True,True,0.05,False,9.800544452667232,3,123,True,0.15,3.0
mc_status_skip_full_k3__pos_only_0p2__xyz0p2__ryp0__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_only_0p2__xyz0p2__ryp0__seed28,opencood/pretrained/feaco/generated_mc_status_skip_full_k3__pos_only_0p2__xyz0p2__ryp0__seed28/config.yaml,mc_status_skip_full_k3,point_pillar_where2comm_our,pos_only_0p2,True,0.2,0.0,28,mc_status_skip_full_k3__pos_only_0p2__xyz0p2__ryp0__seed28.csv,True,False,True,0.05,True,9.800544452667232,3,123,False,0.15,3.0
