Run name,Collab pairs,Status ok ratio,Non-ok ratio,Fused ratio,Skipped ratio,Selected for blur ratio,Blurred ratio,Mean cov trace,Median cov trace,p95 cov trace all,p95 cov trace ok-only,Mean mask IoU after warp,Median mask IoU after warp,Mean mask IoU after warp ok-only,Median mask IoU after warp ok-only,AP@0.3,AP@0.5,AP@0.7
feaco_baseline__pos_0p2_rot_4p0__xyz0p2__ryp4__seed42,1006,0.989065606361829,0.010934393638170947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.14281250628441045,0.1313131313131313,0.14439133801217782,0.1327433628318584,0.7758954899828159,0.7141521109942708,0.5652313477119646
feaco_baseline__pos_0p2_rot_6p0__xyz0p2__ryp6__seed20,1006,0.9840954274353877,0.015904572564612307,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.015350326666886113,0.0080650406504065,0.01559841275443175,0.0084389688078621,0.5811398878011349,0.567733975708061,0.517018649332105
feaco_baseline__pos_0p2_rot_6p0__xyz0p2__ryp6__seed28,1006,0.989065606361829,0.010934393638170947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.20645991822257279,0.21160864682762492,0.20874238968030978,0.2127659574468085,0.8365438826832071,0.8044580439738253,0.6472075703408795
feaco_baseline__pos_0p2_rot_6p0__xyz0p2__ryp6__seed42,1006,0.9870775347912525,0.012922465208747513,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.09914716596797322,0.0869565217391304,0.10044516511961839,0.0884955752212389,0.6937554011014587,0.6429306106428481,0.5444567325793539
feaco_baseline__pos_0p2_rot_8p0__xyz0p2__ryp8__seed20,1006,0.9840954274353877,0.015904572564612307,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.013892940081158375,0.0,0.014117472446106389,0.0,0.5881273558354223,0.5770575258311466,0.5296406778911324
feaco_baseline__pos_0p2_rot_8p0__xyz0p2__ryp8__seed28,1006,0.9910536779324056,0.008946322067594381,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.19269419745185293,0.19617005680776978,0.1944336636274464,0.1976744186046511,0.8378126536262929,0.7816916328410517,0.6069080309607533
feaco_baseline__pos_0p2_rot_8p0__xyz0p2__ryp8__seed42,1006,0.9860834990059643,0.013916500994035741,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.07479223481504843,0.0564709008769598,0.075847770387035,0.0571428571428571,0.661880815108877,0.6266210073701869,0.5465765379094784
feaco_baseline__pos_0p5_rot_10p0__xyz0p5__ryp10__seed20,1006,0.9761431411530815,0.02385685884691846,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.011618736688099192,0.0,0.011902697666219741,0.0,0.5892900977633165,0.5787003018557593,0.5303559217211892
feaco_baseline__pos_0p5_rot_10p0__xyz0p5__ryp10__seed28,1006,0.9920477137176938,0.007952286282306154,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1799021370002981,0.18044171220400723,0.1813442382988977,0.1818181818181818,0.8094191843855533,0.7446198957964207,0.578569127998723
feaco_baseline__pos_0p5_rot_10p0__xyz0p5__ryp10__seed42,1006,0.9721669980119284,0.027833001988071593,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.052541136329711254,0.03125,0.05404538154160483,0.0338030851266425,0.6345067924591081,0.612909936968226,0.5515216147689845
feaco_baseline__pos_0p5_rot_14p0__xyz0p5__ryp14__seed20,1006,0.9681908548707754,0.031809145129224614,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00922437485662122,0.0,0.009527434400165246,0.0,0.596203862791003,0.5889395593726343,0.5418747283854586
feaco_baseline__pos_0p5_rot_14p0__xyz0p5__ryp14__seed28,1006,0.989065606361829,0.010934393638170947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1477399730969238,0.1470588235294117,0.14937327933216615,0.1477272727272727,0.7818903017003022,0.6977938698319262,0.5461452873322752
feaco_baseline__pos_0p5_rot_14p0__xyz0p5__ryp14__seed42,1006,0.9751491053677932,0.0248508946322068,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.03485332234792857,0.0192307692307692,0.03574153137820196,0.0198019801980198,0.6121676424123508,0.5995823176566156,0.5504307818562015
feaco_baseline__pos_0p5_rot_18p0__xyz0p5__ryp18__seed20,1006,0.9274353876739563,0.07256461232604372,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.010688556162444659,0.0,0.011524852625315463,0.0,0.5971045778692841,0.5882624809163682,0.5361774782937887
feaco_baseline__pos_0p5_rot_18p0__xyz0p5__ryp18__seed28,1006,0.989065606361829,0.010934393638170947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.12495011043085469,0.12018518518518514,0.1263314684356179,0.1209677419354838,0.740048379459858,0.6649869108537996,0.531048865850528
feaco_baseline__pos_0p5_rot_18p0__xyz0p5__ryp18__seed42,1006,0.9761431411530815,0.02385685884691846,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.019696190910106784,0.0106382978723404,0.020177564211372127,0.0111111111111111,0.6024041356062201,0.5887584140291274,0.5395893399383584
feaco_baseline__pos_0p5_rot_1p0__xyz0p5__ryp1__seed20,1006,0.9840954274353877,0.015904572564612307,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.12638030690312183,0.11342195540308744,0.12842281691367735,0.1159420289855072,0.7367856894016935,0.6789334199663315,0.5606386675111047
feaco_baseline__pos_0p5_rot_1p0__xyz0p5__ryp1__seed28,1006,0.9910536779324056,0.008946322067594381,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.21276287212133435,0.221009079416159,0.21468349985362323,0.2222222222222222,0.8387615015633907,0.8171956411422713,0.7137875390054278
feaco_baseline__pos_0p5_rot_1p0__xyz0p5__ryp1__seed42,1006,0.9781312127236581,0.021868787276341894,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.17591372327093635,0.17320512820512815,0.1798467536692703,0.17534816422499538,0.8369289895736924,0.8150367357778641,0.6997170553158908
feaco_baseline__pos_0p5_rot_2p0__xyz0p5__ryp2__seed20,1006,0.9860834990059643,0.013916500994035741,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.06264869133277137,0.0433218642477322,0.06353284625077418,0.043875832197000045,0.6468211138448958,0.6172848608426392,0.5519086548801421
feaco_baseline__pos_0p5_rot_2p0__xyz0p5__ryp2__seed28,1006,0.9910536779324056,0.008946322067594381,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.2132288936756782,0.2222222222222222,0.21515372822239948,0.2222222222222222,0.8406567101340435,0.8163591085420747,0.7081580267948268
feaco_baseline__pos_0p5_rot_2p0__xyz0p5__ryp2__seed42,1006,0.9781312127236581,0.021868787276341894,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.16263613910122796,0.1553398058252427,0.1662723129429221,0.1578947368421052,0.8234748365190717,0.7823251230510864,0.6326047965358128
feaco_baseline__pos_0p5_rot_4p0__xyz0p5__ryp4__seed20,1006,0.9870775347912525,0.012922465208747513,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.022448028564295685,0.013891568589619901,0.022741910106426445,0.0147058823529411,0.6031123105853428,0.5885062681871149,0.5354129781342372
feaco_baseline__pos_0p5_rot_4p0__xyz0p5__ryp4__seed28,1006,0.9900596421471173,0.00994035785288272,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.20618008903017782,0.21461949265687574,0.20825017024534026,0.2159090909090909,0.8360302252988038,0.8097371869370217,0.6781265068692107
feaco_baseline__pos_0p5_rot_4p0__xyz0p5__ryp4__seed42,1006,0.9711729622266402,0.02882703777335982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.12254210612718977,0.108893280632411,0.12617948696412784,0.1111111111111111,0.7548354563176013,0.6967364881780512,0.5737562941254751
feaco_baseline__pos_0p5_rot_6p0__xyz0p5__ryp6__seed20,1006,0.974155069582505,0.025844930417495027,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.013243030690795882,0.0,0.01359437640300067,0.0,0.5750147291588541,0.5645019198627255,0.5180084805723947
feaco_baseline__pos_0p5_rot_6p0__xyz0p5__ryp6__seed28,1006,0.9940357852882704,0.005964214711729587,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.2009029368038369,0.2,0.2021083544246599,0.20080645161290323,0.8258755290463972,0.7874498789784753,0.6415160241868659
feaco_baseline__pos_0p5_rot_6p0__xyz0p5__ryp6__seed42,1006,0.9701789264413518,0.02982107355864816,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.08454144361322963,0.0677966101694915,0.08714005356035759,0.0689655172413793,0.6872620263095115,0.6440579828188222,0.5554299224843026
feaco_baseline__pos_0p5_rot_8p0__xyz0p5__ryp8__seed20,1006,0.9721669980119284,0.027833001988071593,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.012495835051904642,0.0,0.01285358902067083,0.0,0.5795617484408337,0.5708174475274055,0.5264519586853351
feaco_baseline__pos_0p5_rot_8p0__xyz0p5__ryp8__seed28,1006,0.9920477137176938,0.007952286282306154,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1919979827794982,0.19139602893643215,0.1935370447657066,0.19371296905859114,0.8167858988840359,0.768421251832811,0.6056546558091952
feaco_baseline__pos_0p5_rot_8p0__xyz0p5__ryp8__seed42,1006,0.9691848906560636,0.030815109343936387,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.06604399379687323,0.0449438202247191,0.06814385411246611,0.0470588235294117,0.6537721228124864,0.6263475998334904,0.5560019960739471
feaco_baseline__pos_1p0_rot_10p0__xyz1__ryp10__seed20,1006,0.9562624254473161,0.0437375745526839,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.010158420997806708,0.0,0.010623047322030715,0.0,0.5652007811978595,0.5572291297609802,0.5117305533896537
feaco_baseline__pos_1p0_rot_10p0__xyz1__ryp10__seed28,1006,0.9900596421471173,0.00994035785288272,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.16571777252590209,0.16247642991829034,0.16738160558339102,0.1643835616438356,0.7875310362986406,0.731166640938073,0.5890927274321419
feaco_baseline__pos_1p0_rot_10p0__xyz1__ryp10__seed42,1006,0.9453280318091452,0.05467196819085485,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.043986982342492174,0.0217391304347826,0.04653091928133242,0.0238095238095238,0.6254133394120075,0.6097242875600846,0.5462697619976637
feaco_baseline__pos_1p0_rot_14p0__xyz1__ryp14__seed20,1006,0.9552683896620279,0.04473161033797213,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.007550588871566411,0.0,0.007904154427467022,0.0,0.5738037318025316,0.5663185178597506,0.5199743507576461
feaco_baseline__pos_1p0_rot_14p0__xyz1__ryp14__seed28,1006,0.9920477137176938,0.007952286282306154,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.14692365607069854,0.13537750626566408,0.1481014008087402,0.1363636363636363,0.75829669540563,0.6990859939184514,0.5614423605671922
feaco_baseline__pos_1p0_rot_14p0__xyz1__ryp14__seed42,1006,0.9502982107355865,0.04970178926441349,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.026977046549581565,0.011237373737373699,0.028387979946526202,0.0121951219512195,0.591426238426116,0.5800628103823526,0.534194440232788
feaco_baseline__pos_1p0_rot_18p0__xyz1__ryp18__seed20,1006,0.9075546719681908,0.09244532803180916,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.008501633041224518,0.0,0.009367626330199195,0.0,0.5714171260983871,0.5648400872302282,0.515858244087653
feaco_baseline__pos_1p0_rot_18p0__xyz1__ryp18__seed28,1006,0.9870775347912525,0.012922465208747513,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.11610344178905496,0.1071428571428571,0.11762342642476263,0.1081081081081081,0.7346110154624235,0.6761710610776991,0.537857728525804
feaco_baseline__pos_1p0_rot_18p0__xyz1__ryp18__seed42,1006,0.9443339960238568,0.055666003976143186,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.016604898407897133,0.0,0.0175837134719416,0.0081079306722689,0.5813182083596264,0.5704217837495398,0.5251699550112231
feaco_baseline__pos_1p0_rot_1p0__xyz1__ryp1__seed20,1006,0.974155069582505,0.025844930417495027,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.10344732824491484,0.08586789554531485,0.10619184919835137,0.0888888888888888,0.7157231648029989,0.6679616219400323,0.569503159998122
feaco_baseline__pos_1p0_rot_1p0__xyz1__ryp1__seed28,1006,0.9831013916500994,0.016898608349900646,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1808472745012679,0.1940298507462686,0.1839558727485091,0.1956521739130435,0.8080715577435065,0.7809186132679516,0.680514149112941
feaco_baseline__pos_1p0_rot_1p0__xyz1__ryp1__seed42,1006,0.94831013916501,0.05168986083499005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1217801059534416,0.1049571603427172,0.1284180152926229,0.1111111111111111,0.7925172021104637,0.7692575806087393,0.6505153188862763
feaco_baseline__pos_1p0_rot_2p0__xyz1__ryp2__seed20,1006,0.974155069582505,0.025844930417495027,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.05314901071986187,0.037037037037037,0.054559086514470445,0.03889799520867475,0.6397636137621713,0.6157000389778771,0.5511769796704098
feaco_baseline__pos_1p0_rot_2p0__xyz1__ryp2__seed28,1006,0.9870775347912525,0.012922465208747513,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1813850833751138,0.1927447552447552,0.1837597118583731,0.1938775510204081,0.8083842729812759,0.7853006431018917,0.67781808421905
feaco_baseline__pos_1p0_rot_2p0__xyz1__ryp2__seed42,1006,0.9542743538767395,0.045725646123260466,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.11186260716420274,0.09581754590498395,0.1172226904241541,0.1,0.7807557255418607,0.7466400137981237,0.6103804482827532
feaco_baseline__pos_1p0_rot_4p0__xyz1__ryp4__seed20,1006,0.9711729622266402,0.02882703777335982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.018620429488424493,0.00956959706959705,0.01917313415082399,0.01,0.5907792647901797,0.5799289812416998,0.5307321979490243
feaco_baseline__pos_1p0_rot_4p0__xyz1__ryp4__seed28,1006,0.9850894632206759,0.01491053677932408,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.18163063398438375,0.1875,0.1843798363151262,0.1884057971014492,0.8093355731544246,0.7796243403046125,0.6628371401507179
feaco_baseline__pos_1p0_rot_4p0__xyz1__ryp4__seed42,1006,0.9512922465208747,0.04870775347912526,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.08801883053024141,0.06988372093023255,0.09252554181130915,0.074074074074074,0.7212184011402457,0.6735164429459807,0.5635080414971296
feaco_baseline__pos_1p0_rot_6p0__xyz1__ryp6__seed20,1006,0.9552683896620279,0.04473161033797213,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.012756860273898583,0.0,0.013354215853841804,0.0,0.565116749773079,0.5571693106840783,0.5138716219593984
feaco_baseline__pos_1p0_rot_6p0__xyz1__ryp6__seed28,1006,0.9850894632206759,0.01491053677932408,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1752340768735945,0.1818181818181818,0.17788645947006665,0.1833333333333333,0.8024274828894894,0.7650922966099616,0.6299117952295402
feaco_baseline__pos_1p0_rot_6p0__xyz1__ryp6__seed42,1006,0.94831013916501,0.05168986083499005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.06872092398055779,0.0434782608695652,0.07246671857907877,0.0461538461538461,0.6686530554805974,0.6375506056016664,0.5514601897046295
feaco_baseline__pos_1p0_rot_8p0__xyz1__ryp8__seed20,1006,0.9542743538767395,0.045725646123260466,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.012217512412893433,0.0,0.012802934882677912,0.0,0.5696728801666499,0.5631065238008904,0.5164743437704628
feaco_baseline__pos_1p0_rot_8p0__xyz1__ryp8__seed28,1006,0.9870775347912525,0.012922465208747513,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.17052348898736167,0.1785714285714285,0.17275592137088203,0.18,0.7940343826138945,0.7531521587195783,0.6143723386773837
feaco_baseline__pos_1p0_rot_8p0__xyz1__ryp8__seed42,1006,0.9473161033797217,0.05268389662027828,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.05456501794451465,0.0294117647058823,0.05759958872212144,0.031578947368421,0.637124840674607,0.6147379267594903,0.5474071466333187
feaco_baseline__pos_1p5_rot_10p0__xyz1p5__ryp10__seed20,1006,0.9403578528827038,0.05964214711729621,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.007389388965978177,0.0,0.007858060570585674,0.0,0.554963999941071,0.5486228547786127,0.507541700388065
feaco_baseline__pos_1p5_rot_10p0__xyz1p5__ryp10__seed28,1006,0.9691848906560636,0.030815109343936387,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.13101467926677388,0.13299319727891157,0.1351802741973072,0.1359223300970873,0.7531301778109555,0.7146881587318235,0.5937777906184177
feaco_baseline__pos_1p5_rot_10p0__xyz1p5__ryp10__seed42,1006,0.9244532803180915,0.07554671968190851,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.02475068344041512,0.0111124830225953,0.026773319936621087,0.0125,0.6119558933648224,0.5976477984282085,0.5280843015108896
feaco_baseline__pos_1p5_rot_14p0__xyz1p5__ryp14__seed20,1006,0.9363817097415507,0.06361829025844934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.007045010776425572,0.0,0.0075236526975415345,0.0,0.556139384421221,0.5494517132804184,0.5047473584665108
feaco_baseline__pos_1p5_rot_14p0__xyz1p5__ryp14__seed28,1006,0.9781312127236581,0.021868787276341894,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.11367786870386797,0.1036721898790864,0.11621944706919835,0.1052631578947368,0.7311174944153096,0.688067472099198,0.5665482014596149
feaco_baseline__pos_1p5_rot_14p0__xyz1p5__ryp14__seed42,1006,0.9234592445328031,0.07654075546719685,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.014923283233287395,0.0,0.016160196913549106,0.0,0.5910148139668198,0.5811015466946534,0.5279236299370483
feaco_baseline__pos_1p5_rot_18p0__xyz1p5__ryp18__seed20,1006,0.8916500994035785,0.10834990059642147,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00806104992073128,0.0,0.009040597792927164,0.0,0.5578489133763083,0.5513878834539634,0.5054196737566256
feaco_baseline__pos_1p5_rot_18p0__xyz1p5__ryp18__seed28,1006,0.974155069582505,0.025844930417495027,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.09871910830280674,0.0833333333333333,0.10133818668635057,0.0865384615384615,0.7121036171351683,0.6675305911549779,0.5533178980344489
feaco_baseline__pos_1p5_rot_18p0__xyz1p5__ryp18__seed42,1006,0.9194831013916501,0.08051689860834987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.018336075880519546,0.0,0.019941721444110994,0.0,0.5780453227847742,0.5680806612255686,0.5145947232873277
feaco_baseline__pos_1p5_rot_1p0__xyz1p5__ryp1__seed20,1006,0.9652087475149106,0.03479125248508941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.08011207587772301,0.054669987546699855,0.08299974081667286,0.0581395348837209,0.6924567806742785,0.6524677591598784,0.5613143780874442
feaco_baseline__pos_1p5_rot_1p0__xyz1p5__ryp1__seed28,1006,0.9771371769383698,0.022862823061630233,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.16980784786784608,0.1689226266691055,0.17378097147004395,0.1746031746031746,0.7697792549521074,0.7487304244793233,0.6551986791247926
feaco_baseline__pos_1p5_rot_1p0__xyz1p5__ryp1__seed42,1006,0.9284294234592445,0.07157057654075549,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.06441539805971899,0.04444688323090425,0.06938103902363736,0.050632911392405,0.7408769633197356,0.7140960565039917,0.5937399176330442
feaco_baseline__pos_1p5_rot_2p0__xyz1p5__ryp2__seed20,1006,0.9612326043737575,0.03876739562624254,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.044679602227177095,0.026144907723855047,0.046481571706866766,0.0285714285714285,0.6243265563339685,0.6060238080095373,0.5458404999232656
feaco_baseline__pos_1p5_rot_2p0__xyz1p5__ryp2__seed28,1006,0.9801192842942346,0.01988071570576544,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.16401366997186428,0.1648918092217061,0.16734051926135446,0.1685393258426966,0.7661794198066021,0.7421783953621156,0.6497198427288412
feaco_baseline__pos_1p5_rot_2p0__xyz1p5__ryp2__seed42,1006,0.9284294234592445,0.07157057654075549,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.06096358052397733,0.0434782608695652,0.0656631284872818,0.0493827160493827,0.7253477543983831,0.692553604549098,0.5693562649348504
feaco_baseline__pos_1p5_rot_4p0__xyz1p5__ryp4__seed20,1006,0.9642147117296223,0.035785288270377746,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.017379469782729966,0.009090909090909,0.018024481032398294,0.0095238095238095,0.5789709359867423,0.5693540110738764,0.5230810325044564
