Noise setting,ΔAP@0.3,ΔRG@0.3,ΔAP@0.5,ΔRG@0.5,ΔAP@0.7,ΔRG@0.7
pos_1p5_rot_10p0,10.146094449129905,10.55098268688875,11.018656828044229,11.171416406314925,10.467151584839796,9.752619748412457
pos_1p5_rot_14p0,11.472793162610309,11.877681400369154,12.343740810693573,12.49650038896427,11.726282288707415,11.011750452280076
pos_only_2p0,4.604608941026193,5.009497178785038,5.39783357254204,5.550593150812736,6.7413981165425145,6.0268662801151764
pos_2p0_rot_1p0,5.212076805031093,5.616965042789937,6.284348136823603,6.4371077150942995,7.229244809600317,6.51471297317298
pos_2p0_rot_2p0,6.661527010580463,7.066415248339308,7.473787144865292,7.62654672313599,8.058731425894798,7.344199589467459
pos_2p0_rot_4p0,8.091193276746607,8.496081514505454,8.852530672219382,9.005290250490077,9.154345980329088,8.439814143901751
pos_2p0_rot_6p0,9.184434816737479,9.589323054496324,9.913289163547256,10.066048741817953,9.816937400934194,9.102405564506855
pos_2p0_rot_8p0,10.175485977960662,10.580374215719507,10.805020054421318,10.957779632692015,10.448770884729369,9.73423904830203
pos_2p0_rot_10p0,10.956548167136848,11.361436404895693,11.652503457097756,11.805263035368451,10.957835611385509,10.24330377495817
pos_2p0_rot_14p0,11.606070375669415,12.010958613428262,12.242847218215465,12.395606796486163,11.318982107112165,10.604450270684827
