Noise setting,ΔAP@0.3,ΔRG@0.3,ΔAP@0.5,ΔRG@0.5,ΔAP@0.7,ΔRG@0.7
pos_0p5_rot_4p0,-0.3307194738440822,0.17977954486918707,-0.2863098226351335,0.2111126315072672,-0.13570000053869102,0.24794758970918726
pos_0p5_rot_6p0,-0.3193118198471493,0.19118719886611996,-0.27083562882420087,0.22658682531819982,-0.1376909908622252,0.2459565993856531
pos_0p5_rot_8p0,-0.21100305546856712,0.2994959632447022,-0.17374766712236295,0.3236747870200377,-0.02745934324808001,0.35618824699979823
pos_0p5_rot_10p0,-0.10759472512385515,0.4029042935894141,-0.06763644593252108,0.4297860082098796,0.03551806547370713,0.41916565572158543
pos_0p5_rot_14p0,0.06097091693057314,0.5714699356438424,0.10174460028966603,0.5991670544320666,0.2348959240494719,0.6185435142973501
pos_1p0_rot_1p0,-0.34237008838532057,0.16812893032794873,-0.2648319456151108,0.23259050852728982,-0.16105885146936633,0.22258873877851193
pos_1p0_rot_2p0,-0.2495045477076019,0.2609944710056674,-0.1887012750645456,0.3087211790778551,-0.08887463702044554,0.2947729532274327
pos_1p0_rot_4p0,-0.16250815941618407,0.3479908592970852,-0.10921947345666945,0.3882029806857312,-0.025057009967029604,0.35859058028084867
pos_1p0_rot_6p0,-0.06538489194165553,0.4451141267716137,-0.014911927009296036,0.48251052713310466,0.06350525321453895,0.44715284346241724
pos_1p0_rot_8p0,0.005268557522347672,0.5157675762356169,0.04511914860733286,0.5425416027497336,0.10790844357203937,0.49155603381991764
pos_1p0_rot_10p0,0.13091066759713016,0.6414096863103995,0.16484456242081463,0.6622670165632154,0.2298745566992888,0.613522146947167
pos_1p0_rot_14p0,0.4348093988233233,0.9453084175365926,0.4822645781091576,0.9796870322515583,0.5457933397256771,0.9294409299735554
pos_only_1p5,0.05944855379928319,0.5699475725125525,0.10595634542785264,0.6033787995702533,0.1778963092539702,0.5615438995018485
pos_1p5_rot_1p0,0.1322853763903768,0.642784395103646,0.19382088706395945,0.6912433412063601,0.24594292423532985,0.6295905144832081
pos_1p5_rot_2p0,0.18588164171515392,0.6963806604284233,0.23271564696433025,0.7301381011067309,0.3726136906550529,0.7562612809029312
pos_1p5_rot_4p0,0.31971677771122275,0.830215796424492,0.3436408468777611,0.8410633010201618,0.36987136476886084,0.7535189550167392
pos_1p5_rot_6p0,0.45949183718574,0.9699908558990092,0.4920222192615527,0.9894446734039534,0.5073692614320298,0.8910168516799081
pos_1p5_rot_8p0,0.6080419065445357,1.118540925257805,0.6640683175503443,1.161490771692745,0.6566196948667686,1.0402672851146468
pos_1p5_rot_10p0,0.7509068928263234,1.2614059115395926,0.779555649675906,1.2769781038183068,0.751674626257361,1.1353222165052392
pos_1p5_rot_14p0,1.1926349996713326,1.7031340183846018,1.2175095731903098,1.7149320273327107,1.2049248560928372,1.5885724463407154
pos_only_2p0,2.725407868941239,3.2359068876545085,2.759363601902311,3.2567860560447115,2.579986631704336,2.9636342219522143
pos_2p0_rot_1p0,2.942820314837913,3.4533193335511823,2.9854154485576228,3.4828379027000236,2.765316172591696,3.148963762839574
pos_2p0_rot_2p0,3.0975749866570994,3.608074005370369,3.130326422948262,3.627748877090662,2.963334321678855,3.3469819119267328
pos_2p0_rot_4p0,3.21823319040472,3.7287322091179886,3.2333690122112015,3.7307914663536024,3.03784943504062,3.421497025288498
pos_2p0_rot_6p0,3.5076904984156867,4.018189517128956,3.53336717172363,4.0307896258660305,3.2092059079202686,3.592853498168147
pos_2p0_rot_8p0,3.879565277835876,4.390064296549145,3.892530954328625,4.389953408471026,3.409432622732256,3.793080212980134
pos_2p0_rot_10p0,3.854373044393944,4.364872063107214,3.8405625087709137,4.337984962913314,3.4039831768520843,3.7876307670999623
pos_2p0_rot_14p0,4.471566576882189,4.982065595595459,4.410042511121257,4.907464965263658,3.7956375230474073,4.179285113295285
