Noise setting,ΔAP@0.3,ΔRG@0.3,ΔAP@0.5,ΔRG@0.5,ΔAP@0.7,ΔRG@0.7
clean,-0.49262249921832035,0.0,-0.47194227960896856,0.0,-0.3760174858152424,0.0
rot_only_1p0,-0.4480307012958688,0.04459179792245156,-0.43501584483168027,0.03692643477728834,-0.30370563154682084,0.07231185426842165
rot_only_2p0,-0.4245493216877764,0.06807317753054395,-0.39315238848087924,0.07878989112808932,-0.25527748656876126,0.1207399992464812
rot_only_4p0,-0.3657993201323909,0.12682317908592938,-0.331459396026886,0.1404828835820826,-0.19093509518710583,0.18508239062813664
pos_only_0p2,-0.5233644424091577,-0.03074194319083734,-0.49785605532945604,-0.025913775720487475,-0.379068119824962,-0.003050634009719537
pos_only_0p5,-0.5084561016160356,-0.015833602397715328,-0.47578552551265824,-0.0038432459036896738,-0.32601402451765493,0.05000346129758748
pos_only_1p0,-0.36606438185304846,0.1265581173652719,-0.29407076376293995,0.17787151584602867,-0.21641297775445434,0.15960450806078813
rot_only_6p0,-0.2844583368355691,0.20816416238275126,-0.23965685110729681,0.23228542850167178,-0.12320159162100645,0.252815894194236
rot_only_8p0,-0.2685535110996192,0.22406898811870116,-0.22305484174419318,0.2488874378647754,-0.10095649645331199,0.27506098936193046
rot_only_10p0,-0.18589094124023725,0.30673155797808305,-0.15937852420908988,0.3125637553998787,-0.046450957458948894,0.3295665283562935
rot_only_14p0,0.0359207054163128,0.5285432046346332,0.055275296926782236,0.5272175765357507,0.14447792729233022,0.5204954131075727
pos_0p2_rot_1p0,-0.4740070408356889,0.018615458382631456,-0.432079988981889,0.03986229062707958,-0.30461358097065294,0.0714039048445895
pos_0p2_rot_2p0,-0.394435186519478,0.09818731269884233,-0.3649314084366695,0.10701087117229909,-0.1945745588884366,0.18144292692680586
pos_0p2_rot_4p0,-0.35908619474061354,0.13353630447770676,-0.31720982299820455,0.154732456610764,-0.16090515672625055,0.2151123290889919
pos_0p2_rot_6p0,-0.2924912740049912,0.20013122521332916,-0.25284659777427365,0.21909568183469488,-0.13979778914593827,0.2362196966693042
pos_0p2_rot_8p0,-0.19987433012984557,0.2927481690884748,-0.1705040282818056,0.30143825132716295,-0.05417797683981984,0.3218395089754226
pos_0p2_rot_10p0,-0.15100885902360844,0.34161364019471196,-0.12310598464992384,0.3488362949590448,-0.015479310367301954,0.36053817544794053
pos_0p2_rot_14p0,0.12856602746153706,0.6211885266798574,0.177692146708273,0.6496344263172416,0.2760767517905993,0.6520942376058418
pos_0p5_rot_1p0,-0.48466808163536806,0.007954417582952306,-0.44427766381579153,0.027664615793177028,-0.29294144142541867,0.08307604438982374
pos_0p5_rot_2p0,-0.421564529091419,0.07105797012690132,-0.3919126277351877,0.08002965187378086,-0.20096544546313044,0.17505204035211203
pos_0p5_rot_4p0,-0.3190254546768393,0.173597044541481,-0.2754325984129872,0.19650968119598136,-0.1143256755184859,0.2616918102967566
pos_0p5_rot_6p0,-0.29390134683625246,0.19872115238206792,-0.23818319677779698,0.2337590828311716,-0.10235441271866375,0.27366307309657867
pos_0p5_rot_8p0,-0.17160888966688365,0.32101360955143676,-0.11532801469421224,0.35661426491475634,0.03155044415027637,0.4075679299655188
pos_0p5_rot_10p0,-0.03256562298024439,0.46005687623807595,0.03483329407351261,0.5067755736824813,0.11482387582391988,0.4908413616391623
pos_0p5_rot_14p0,0.21755143654781003,0.7101739357661303,0.27666308100854353,0.748605360617512,0.3675406149011684,0.7435581007164109
pos_1p0_rot_1p0,-0.32112459538243454,0.17149790383588587,-0.23802914436829767,0.23391313524067092,-0.14145865818850356,0.23455882762673888
pos_1p0_rot_2p0,-0.21770023030791563,0.2749222689104047,-0.15348411487311103,0.31845816473585753,-0.05119004639130287,0.32482743942393955
pos_1p0_rot_4p0,-0.13422276192909993,0.35839973728922037,-0.06899799649371743,0.40294428311525116,0.011175482752007193,0.3871929685672496
pos_1p0_rot_6p0,-0.02347375361257028,0.4691487456057501,0.044048063509238844,0.5159903431182074,0.11663186425756404,0.49264935007280647
pos_1p0_rot_8p0,0.05640453164169612,0.5490270308600165,0.119689289014611,0.5916315686235796,0.18486641443667962,0.5608839002519221
pos_1p0_rot_10p0,0.23437001517793896,0.7269925143962592,0.28701471016691993,0.7589569897758885,0.3455852278922441,0.7216027137074865
pos_1p0_rot_14p0,0.6625283074526978,1.155150806671018,0.7115192039490514,1.1834614835580202,0.7352145328811381,1.1112320186963807
pos_only_1p5,0.12716070120926126,0.6197832004275816,0.18820118234283606,0.6601434619518047,0.2477324513165994,0.6237499371318418
pos_1p5_rot_1p0,0.19850508095415886,0.6911275801724792,0.27159594926123853,0.743538228870207,0.3142377260501076,0.69025521186535
pos_1p5_rot_2p0,0.23016309710636174,0.7227855963246821,0.29045429309672943,0.762396572705698,0.4309972803116402,0.8070147661268826
pos_1p5_rot_4p0,0.4077076174240135,0.9003301166423339,0.43036294414856385,0.9023052237575324,0.4601369937069962,0.8361544795222386
pos_1p5_rot_6p0,0.5479050217185015,1.0405275209368217,0.5951422235803823,1.0670845031893508,0.6148440258613848,0.9908615116766273
pos_1p5_rot_8p0,0.7326442472849231,1.2252667465032432,0.814111578770782,1.2860538583797507,0.8038163257234129,1.1798338115386553
pos_1p5_rot_10p0,0.9345961673172143,1.4272186665355346,0.9851592587345285,1.457101538343497,0.9543597529204936,1.330377238735736
pos_1p5_rot_14p0,1.4889086590272125,1.9815311582455326,1.518562827160482,1.9905051067694506,1.4751371174254937,1.8511546032407362
pos_only_2p0,2.9196846038900977,3.4123071031084176,2.9461666941749693,3.4181089737839376,2.7349858513351535,3.111003337150396
pos_2p0_rot_1p0,3.1247223316065846,3.6173448308249054,3.1666035005864477,3.638545780195416,2.8785377570604194,3.2545552428756617
pos_2p0_rot_2p0,3.2933780607841725,3.786000560002493,3.336310627261363,3.8082529068703317,3.0970346561708424,3.4730521419860847
pos_2p0_rot_4p0,3.45136778319041,3.9439902824087305,3.463571046662519,3.935513326271487,3.2125904384886916,3.588607924303935
pos_2p0_rot_6p0,3.749637710980156,4.242260210198476,3.757419512702868,4.2293617923118365,3.3926199228326923,3.7686374086479346
pos_2p0_rot_8p0,4.167919712857406,4.660542212075726,4.186464064354841,4.658406343963809,3.6487749383840717,4.024792424199314
pos_2p0_rot_10p0,4.154837590943683,4.647460090162003,4.1560246371599305,4.6279669167689,3.6689983799851555,4.045015865800398
pos_2p0_rot_14p0,4.914586652991933,5.407209152210254,4.865336975681606,5.337279255290574,4.124086525120915,4.500104010936157
