Noise setting,ΔAP@0.3,ΔRG@0.3,ΔAP@0.5,ΔRG@0.5,ΔAP@0.7,ΔRG@0.7
clean,-0.2073634515473118,0.0,0.10219893361471666,0.0,0.2600534175640582,0.0
rot_only_1p0,-0.17726355405209837,0.03009989749521343,0.0764848134548505,-0.025714120159866145,0.3783931550027727,0.11833973743871444
rot_only_2p0,0.2452452334762841,0.4526086850235959,0.5232736656215968,0.4210747320068801,0.6440512322388143,0.38399781467475613
rot_only_4p0,0.2933788082706871,0.5007422598179989,0.6402069240519188,0.5380079904372022,1.1342538905389943,0.8742004729749361
pos_only_0p2,-0.11212997206494861,0.09523347948236319,0.18549065132013415,0.08329171770541746,0.391467347117828,0.13141392955376974
pos_only_0p5,-0.2609135595901221,-0.05355010804281024,0.181974692515056,0.0797757589003393,0.562187466031494,0.30213404846743586
pos_only_1p0,-0.9119737675548153,-0.7046103160075035,-0.177055527293198,-0.2792544609079147,0.6784977977759492,0.4184443802118909
pos_only_3p0,10.384090918318647,10.591454369865959,10.773903449069486,10.67170451545477,10.248379563027756,9.988326145463699
rot_only_6p0,0.6370716003847716,0.8444350519320835,1.1596747219033845,1.0574757882886678,1.4857114757342784,1.2256580581702203
rot_only_8p0,0.448195659865606,0.6555591114129178,0.9342879158864115,0.8320889822716948,1.4893959207970542,1.229342503232996
rot_only_10p0,1.1440924276931441,1.351455879240456,1.5166053106337785,1.4144063770190618,1.71175450704113,1.4517010894770719
rot_only_14p0,1.3458496310112387,1.5532130825585502,1.749869525443119,1.6476705918284023,1.8707205454289537,1.6106671278648954
rot_only_18p0,1.4031191673047005,1.6104826188520123,1.8275448667589678,1.725345933144251,2.0520006380848237,1.7919472205207658
pos_0p2_rot_1p0,-0.19930009626239661,0.008063355284915197,0.20195603154180933,0.09975709792709268,0.524608434156389,0.2645550165923308
pos_0p2_rot_2p0,0.08881835664314996,0.2961818081904618,0.36589628288046605,0.2636973492657494,0.6894641556695169,0.42941073810545866
pos_0p2_rot_4p0,-0.0018237666300935373,0.20553968491721827,0.4534982464240149,0.35129931280929816,0.9676808781891107,0.7076274606250526
pos_0p2_rot_6p0,0.35988301949999946,0.5672464710473113,0.9731180613839004,0.8709191277691838,1.395493867057155,1.135440449493097
pos_0p2_rot_8p0,0.49209483699326945,0.6994582885405813,0.9676235796587385,0.8654246460440218,1.3580960218480134,1.0980426042839553
pos_0p2_rot_10p0,0.9399741737303587,1.1473376252776704,1.3500258941895917,1.247826960574875,1.470889352463678,1.2108359348996198
pos_0p2_rot_14p0,1.0569132385637023,1.2642766901110138,1.4059041548329154,1.3037052212181988,1.6977293462032066,1.4376759286391483
pos_0p2_rot_18p0,1.2510460434187167,1.4584094949660287,1.7896348295421527,1.687435895927436,2.0464612904495234,1.7864078728854649
pos_0p5_rot_1p0,-0.32704497398593124,-0.1196815224386194,0.07981683241075807,-0.022382101203958595,0.47720047354086564,0.2171470559768074
pos_0p5_rot_2p0,-0.27064210064836247,-0.06327864910105063,0.29639928143488925,0.1942003478201726,0.5708469571499137,0.31079353958585554
pos_0p5_rot_4p0,-0.3337072118909953,-0.12634376034368344,0.36673372770786117,0.2645347940931445,0.9071485856192885,0.6470951680552302
pos_0p5_rot_6p0,0.19532371315450492,0.4026871647018167,0.8532412622650994,0.7510423286503827,1.2018560732339165,0.9418026556698581
pos_0p5_rot_8p0,0.41397611389317374,0.6213395654404856,0.8704627214827417,0.768263787868025,1.3363618299145417,1.0763084123504831
pos_0p5_rot_10p0,0.7791859029687782,0.98654935451609,1.3396667187340596,1.237467785119343,1.7711152570963635,1.5110618395323052
pos_0p5_rot_14p0,1.2742260191407415,1.481589470688053,1.6296460279954423,1.527447094380726,1.6098060749959453,1.3497526574318872
pos_0p5_rot_18p0,1.5191069427399708,1.7264703942872828,2.048278788989873,1.9460798553751564,2.3145137297871083,2.05446031222305
pos_1p0_rot_1p0,-0.6512358878771514,-0.44387243632983964,0.18183621739780903,0.0796372837830924,1.0122409822231448,0.7521875646590865
pos_1p0_rot_2p0,-0.3274777038308141,-0.1201142522835023,0.2390680192472979,0.1368690856325812,0.8619970985658069,0.6019436810017487
pos_1p0_rot_4p0,-0.4908011043530373,-0.2834376528057255,0.22405417175840694,0.1218552381436903,1.1168899604046065,0.8568365428405481
