Run name,Collab pairs,Status ok ratio,Non-ok ratio,Fused ratio,Skipped ratio,Selected for blur ratio,Blurred ratio,Mean cov trace,Median cov trace,p95 cov trace all,p95 cov trace ok-only,Mean mask IoU after warp,Median mask IoU after warp,Mean mask IoU after warp ok-only,Median mask IoU after warp ok-only,AP@0.3,AP@0.5,AP@0.7
feaco_baseline__pos_0p2_rot_1p0__xyz0p2__ryp1__seed28,1006,0.9880715705765407,0.011928429423459286,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.21618934490410796,0.23473824312333624,0.21879927663333262,0.2361111111111111,0.8499556247299473,0.8274866589299685,0.7211586993792002
feaco_baseline__pos_0p2_rot_1p0__xyz0p2__ryp1__seed42,1006,0.9900596421471173,0.00994035785288272,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.21807880918088005,0.2258064516129032,0.2202683554577965,0.22832080200501245,0.8551757775075948,0.8352327191144758,0.712647975233794
feaco_baseline__pos_0p2_rot_2p0__xyz0p2__ryp2__seed20,1006,0.9880715705765407,0.011928429423459286,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.06666394762295497,0.04640396210163645,0.06746874377132063,0.0471698113207547,0.6444369462309396,0.6144182858668016,0.5431976722660774
feaco_baseline__pos_0p2_rot_2p0__xyz0p2__ryp2__seed28,1006,0.989065606361829,0.010934393638170947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.215416400287299,0.22961896322552056,0.21779788812967116,0.2307692307692307,0.8537747732296046,0.8337738372906989,0.7242111719319488
feaco_baseline__pos_0p2_rot_2p0__xyz0p2__ryp2__seed42,1006,0.9870775347912525,0.012922465208747513,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.19314766280962692,0.20271509814712896,0.1956762827658456,0.2040816326530612,0.8401841511755412,0.7999867767674044,0.6402070715410247
feaco_baseline__pos_0p2_rot_4p0__xyz0p2__ryp4__seed20,1006,0.9900596421471173,0.00994035785288272,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.024094505074173087,0.0175438596491228,0.024336417775721007,0.0178571428571428,0.6036069206489246,0.590528347086605,0.5338341851622489
feaco_baseline__pos_0p2_rot_4p0__xyz0p2__ryp4__seed28,1006,0.9920477137176938,0.007952286282306154,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.21311617132984123,0.2222222222222222,0.2148245173926055,0.22420165582495566,0.8507962357215479,0.8251288857593403,0.6843513794296294
feaco_baseline__pos_0p2_rot_4p0__xyz0p2__ryp4__seed42,1006,0.989065606361829,0.010934393638170947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.14281250628441045,0.1313131313131313,0.14439133801217782,0.1327433628318584,0.7758954899828159,0.7141521109942708,0.5652313477119646
feaco_baseline__pos_0p2_rot_6p0__xyz0p2__ryp6__seed20,1006,0.9840954274353877,0.015904572564612307,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.015350326666886113,0.0080650406504065,0.01559841275443175,0.0084389688078621,0.5811398878011349,0.567733975708061,0.517018649332105
feaco_baseline__pos_0p2_rot_6p0__xyz0p2__ryp6__seed28,1006,0.989065606361829,0.010934393638170947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.20645991822257279,0.21160864682762492,0.20874238968030978,0.2127659574468085,0.8365438826832071,0.8044580439738253,0.6472075703408795
