method_name,alpha,bias_strength,noise_name,xyz_std,ryp_std,noise_group,num_seeds,mean_AP_03,std_AP_03,mean_AP_05,std_AP_05,mean_AP_07,std_AP_07,mean_drop_03,mean_drop_05,mean_drop_07,mean_status_ok_ratio,mean_fusion_reliability,mean_AP_03_pct,std_AP_03_pct,mean_AP_05_pct,std_AP_05_pct,mean_AP_07_pct,std_AP_07_pct,mean_drop_03_pct,mean_drop_05_pct,mean_drop_07_pct
uncertainty_fusion_attbias_a0p05_b0p5,0.05,0.5,clean,0.0,0.0,clean,3,0.8695161587810828,0.0002625052116737283,0.8528620004446553,0.0003173015602882549,0.752455550271344,0.0008950922966471352,0.0,0.0,0.0,0.9025844930417496,3,86.95161587810829,0.02625052116737283,85.28620004446553,0.03173015602882549,75.2455550271344,0.08950922966471353,0.0,0.0,0.0
uncertainty_fusion_attbias_a0p05_b0p5,0.05,0.5,pos_0p2_rot_14p0,0.2,14.0,high_noise,3,0.6867604689352707,0.0886947104175753,0.6468992063970211,0.0480113637162794,0.5580365050428738,0.015449733445207291,0.18275568984581206,0.20596279404763415,0.19441904522847017,0.8343273691186216,3,68.67604689352706,8.86947104175753,64.68992063970211,4.80113637162794,55.80365050428738,1.5449733445207292,18.275568984581206,20.596279404763415,19.441904522847018
uncertainty_fusion_attbias_a0p05_b0p5,0.05,0.5,pos_0p2_rot_4p0,0.2,4.0,medium_noise,3,0.7520280238330092,0.12161261021991426,0.7195117369064601,0.11361345906214708,0.6046924906301505,0.07823939825074183,0.11748813494807357,0.13335026353819526,0.14776305964119354,0.8883366467859509,3,75.20280238330092,12.161261021991427,71.95117369064602,11.361345906214709,60.46924906301505,7.823939825074183,11.748813494807358,13.335026353819526,14.776305964119354
uncertainty_fusion_attbias_a0p05_b0p5,0.05,0.5,pos_0p2_rot_8p0,0.2,8.0,high_noise,3,0.7066379184951025,0.12212833367390277,0.6737280859489115,0.10099005188341241,0.5742310421538988,0.03652815574463586,0.1628782402859802,0.17913391449574378,0.17822450811744536,0.8724320742213386,3,70.66379184951025,12.212833367390278,67.37280859489115,10.099005188341241,57.42310421538988,3.652815574463586,16.28782402859802,17.913391449574377,17.822450811744535
uncertainty_fusion_attbias_a0p05_b0p5,0.05,0.5,pos_0p5_rot_14p0,0.5,14.0,high_noise,3,0.6821473319251047,0.09379398688698565,0.6475135429291518,0.051335068929282565,0.5626646884921545,0.006302770426341022,0.18736882685597808,0.20534845751550354,0.1897908617791896,0.8220675944333996,3,68.21473319251047,9.379398688698565,64.75135429291518,5.133506892928256,56.26646884921544,0.6302770426341021,18.73688268559781,20.534845751550353,18.979086177918962
uncertainty_fusion_attbias_a0p05_b0p5,0.05,0.5,pos_0p5_rot_4p0,0.5,4.0,medium_noise,3,0.7402059793660211,0.11260144293373758,0.7081635809670906,0.10594705490577269,0.6054749433511079,0.07182893807358157,0.12931017941506173,0.14469841947756476,0.14698060692023626,0.878727634194831,3,74.0205979366021,11.260144293373758,70.81635809670907,10.594705490577269,60.547494335110784,7.182893807358156,12.931017941506173,14.469841947756477,14.698060692023626
uncertainty_fusion_attbias_a0p05_b0p5,0.05,0.5,pos_0p5_rot_8p0,0.5,8.0,high_noise,3,0.6969355996543601,0.11327703491824352,0.6697524054482287,0.09561123937487519,0.577189959379023,0.0346132437330037,0.17258055912672257,0.18310959499642668,0.17526559089232116,0.8611663353214049,3,69.69355996543601,11.327703491824352,66.97524054482287,9.561123937487519,57.71899593790229,3.46132437330037,17.25805591267226,18.310959499642667,17.526559089232116
uncertainty_fusion_attbias_a0p05_b0p5,0.05,0.5,pos_1p0_rot_14p0,1.0,14.0,high_noise,3,0.6663103431280358,0.08667057855918388,0.6415809318832686,0.05964110439619432,0.5636553360836722,0.010191114083525844,0.20320581565304688,0.2112810685613867,0.1888002141876718,0.7740225314777999,3,66.63103431280358,8.667057855918388,64.15809318832686,5.964110439619432,56.36553360836722,1.0191114083525843,20.32058156530469,21.128106856138672,18.88002141876718
uncertainty_fusion_attbias_a0p05_b0p5,0.05,0.5,pos_1p0_rot_4p0,1.0,4.0,medium_noise,3,0.7188553770762027,0.1031829706230347,0.6905492410219746,0.09439295815334904,0.5978585607405202,0.0657169463050302,0.1506607817048801,0.16231275942268078,0.1545969895308238,0.852882703777336,3,71.88553770762027,10.31829706230347,69.05492410219746,9.439295815334905,59.78585607405202,6.5716946305030195,15.066078170488009,16.231275942268077,15.459698953082379
uncertainty_fusion_attbias_a0p05_b0p5,0.05,0.5,pos_1p0_rot_8p0,1.0,8.0,high_noise,3,0.6827972230314933,0.10446526766595915,0.6611351984499166,0.08953834838706802,0.5764784098259258,0.04344420058710492,0.18671893574958942,0.1917268019947386,0.17597714044541826,0.820079522862823,3,68.27972230314933,10.446526766595914,66.11351984499166,8.953834838706802,57.64784098259258,4.344420058710492,18.671893574958943,19.17268019947386,17.597714044541828
